n,time,memory,collisions
20851,1.37,18116,0
20901,1.34,18272,0
20951,1.37,18276,0
21001,1.39,18240,0
21051,1.37,18336,0
21101,1.40,18060,0
21151,1.42,18252,0
21201,1.39,18152,0
21251,1.41,18232,0
21301,1.39,18076,0
21351,1.40,18108,0
21401,1.46,18088,0
21451,1.42,18132,0
21501,1.41,18224,0
21551,1.54,18104,0
21601,1.48,18212,0
21651,1.48,18160,0
21701,1.46,18184,0
21751,1.48,18284,0
21801,1.46,18004,0
21851,1.45,18324,0
21901,1.49,18020,0
21951,1.47,18164,0
22001,1.56,18040,0
22051,1.55,18216,0
22101,1.50,18124,0
22151,1.47,18348,0
22201,1.56,18188,0
22251,1.50,18132,0
22301,1.45,18228,0
22351,1.45,18372,0
22401,1.45,18176,0
22451,1.41,18312,0
22501,1.42,18176,0
22551,1.43,18296,0
22601,1.46,18408,0
22651,1.45,18404,0
22701,1.44,18532,0
22751,1.47,19240,0
22801,1.49,19172,0
22851,1.49,19180,0
22901,1.52,19060,0
22951,1.51,19172,0
23001,1.53,19244,0
23051,1.50,19036,0
23101,1.49,19168,0
23151,1.50,19260,0
23201,1.53,19048,0
23251,1.51,19128,0
23301,1.51,19052,0
23351,1.53,19056,0
23401,1.53,19164,0
23451,1.54,19180,0
23501,1.64,19196,0
23551,1.57,19044,0
23601,1.58,19108,0
23651,1.66,19168,0
23701,1.61,19164,0
23751,1.59,19164,0
23801,1.57,19032,0
23851,1.57,19168,0
23901,1.72,19164,0
23951,1.60,18964,0
24001,1.62,19164,0
24051,1.61,19164,0
24101,1.61,19112,0
24151,1.61,19040,0
24201,1.62,19168,0
24251,1.65,19172,0
24301,1.64,19176,0
24351,1.66,19044,0
24401,1.68,19008,0
24451,1.68,18920,0
24501,1.65,19160,0
24551,1.66,19176,0
24601,1.68,19172,0
24651,1.68,19172,0
24701,1.71,19048,0
24751,1.74,19048,0
24801,1.77,19168,0
24851,1.73,19156,0
24901,1.72,19044,0
24951,1.73,19056,0
25001,1.73,19048,0
25051,1.75,19028,0
25101,1.81,19272,0
25151,1.77,19240,0
25201,1.83,19920,0
25251,1.79,19880,0
25301,1.77,20020,0
25351,1.84,20012,0
25401,1.79,19912,0
25451,1.83,20000,0
25501,1.83,20008,0
25551,1.89,20016,0
25601,1.84,20008,0
25651,1.86,19972,0
25701,1.85,20004,0
25751,1.87,19888,0
25801,1.87,20004,0
25851,1.84,19880,0
25901,1.85,20004,0
25951,1.85,19916,0
26001,1.93,19744,0
26051,1.92,20008,0
26101,1.91,19992,0
26151,1.93,19900,0
26201,1.89,19880,0
26251,1.94,20008,0
26301,1.97,19960,0
26351,1.97,20020,0
26401,1.92,20004,0
26451,1.94,20008,0
26501,1.97,19884,0
26551,2.01,20008,0
26601,2.00,19900,0
26651,2.07,19952,0
26701,1.97,20000,0
26751,2.04,19916,0
26801,2.03,20008,0
26851,2.08,20096,0
26901,2.02,19812,0
26951,2.02,19904,0
27001,2.08,20000,0
27051,2.08,20008,0
27101,2.22,20008,0
27151,2.23,19960,0
27201,2.12,19964,0
