n,time,memory,collisions
36900,0.23,36996,0
37000,0.24,37112,0
37100,0.25,37268,0
37200,0.23,37176,0
37300,0.23,37184,0
37400,0.23,37200,0
37500,0.24,37220,0
37600,0.23,37200,0
37700,0.23,37124,0
37800,0.22,37208,0
37900,0.23,37280,0
38000,0.24,37188,0
38100,0.26,37216,0
38200,0.25,38576,0
38300,0.25,38524,0
38400,0.26,38604,0
38500,0.26,38568,0
38600,0.24,38584,0
38700,0.24,38464,0
38800,0.27,38472,0
38900,0.24,38460,0
39000,0.24,38468,0
39100,0.24,38572,0
39200,0.25,38560,0
39300,0.25,38540,0
39400,0.26,38548,0
39500,0.24,38556,0
39600,0.26,38564,0
39700,0.27,38568,0
39800,0.24,38504,0
39900,0.25,38572,0
40000,0.26,38572,0
40100,0.26,38564,0
40200,0.24,38564,0
40300,0.24,38532,0
40400,0.25,38584,0
40500,0.25,38544,0
40600,0.27,38568,0
40700,0.25,38676,0
40800,0.27,38556,0
40900,0.26,38480,0
41000,0.25,38444,0
41100,0.26,38496,0
41200,0.25,38568,0
41300,0.24,38432,0
41400,0.25,38468,0
41500,0.26,38556,0
41600,0.26,38568,0
41700,0.24,38536,0
41800,0.25,38552,0
41900,0.26,38560,0
42000,0.26,38528,0
42100,0.28,38564,0
42200,0.28,38568,0
42300,0.25,38552,0
42400,0.28,38492,0
42500,0.24,38572,0
42600,0.26,39600,0
42700,0.27,39612,0
42800,0.26,39620,0
42900,0.28,39592,0
43000,0.29,39640,0
43100,0.28,39608,0
43200,0.27,39628,0
43300,0.30,39404,0
43400,0.26,39628,0
43500,0.28,39532,0
43600,0.28,39620,0
43700,0.29,39632,0
43800,0.29,39648,0
43900,0.28,39644,0
44000,0.28,39652,0
44100,0.25,39512,0
44200,0.27,39628,0
44300,0.25,39640,0
44400,0.26,39636,0
44500,0.28,39596,0
44600,0.28,39532,0
44700,0.29,39612,0
44800,0.28,39632,0
44900,0.30,39564,0
45000,0.28,39520,0
45100,0.28,39584,0
45200,0.29,39428,0
45300,0.29,39636,0
45400,0.25,39552,0
45500,0.26,39632,0
45600,0.25,39620,0
45700,0.28,39532,0
45800,0.26,39688,0
45900,0.28,39636,0
46000,0.26,39512,0
46100,0.29,39620,0
46200,0.28,39624,0
46300,0.27,39648,0
46400,0.29,39576,0
46500,0.29,39624,0
46600,0.29,39560,0
46700,0.29,39576,0
46800,0.29,39628,0
46900,0.29,39600,0
47000,0.28,39564,0
47100,0.27,40668,0
47200,0.28,40568,0
47300,0.29,40644,0
47400,0.27,40644,0
47500,0.30,40652,0
47600,0.30,40644,0
47700,0.29,40656,0
47800,0.27,40540,0
47900,0.29,40648,0
48000,0.28,40636,0
48100,0.29,40648,0
48200,0.29,40560,0
48300,0.28,40632,0
48400,0.27,40628,0
48500,0.29,40660,0
48600,0.28,40652,0
48700,0.29,40548,0
48800,0.29,40652,0
48900,0.30,40648,0
49000,0.28,40660,0
49100,0.27,40620,0
49200,0.29,40648,0
49300,0.29,40640,0
49400,0.28,40644,0
49500,0.28,40564,0
49600,0.29,40524,0
49700,0.28,40652,0
49800,0.30,40644,0
49900,0.31,40636,0
50000,0.29,40496,0
50100,0.29,40600,0
50200,0.28,40548,0
50300,0.28,40648,0
50400,0.29,40668,0
50500,0.29,40532,0
50600,0.30,40672,0
50700,0.28,40564,0
50800,0.29,40648,0
50900,0.29,40564,0
51000,0.28,40572,0
51100,0.31,40656,0
51200,0.29,40648,0
51300,0.28,40664,0
51400,0.30,40640,0
51500,0.29,40608,0
51600,0.30,40548,0
51700,0.29,40644,0
51800,0.30,41344,0
51900,0.30,41264,0
52000,0.30,41360,0
52100,0.31,41292,0
52200,0.30,41348,0
52300,0.30,41308,0
52400,0.31,41396,0
52500,0.32,41348,0
52600,0.32,41368,0
52700,0.30,41356,0
52800,0.29,41336,0
52900,0.30,41272,0
53000,0.31,41344,0
53100,0.31,41348,0
53200,0.31,41324,0
53300,0.30,41308,0
53400,0.30,41328,0
53500,0.32,41240,0
53600,0.30,41216,0
53700,0.31,41216,0
53800,0.30,41304,0
53900,0.30,41348,0
54000,0.30,41348,0
54100,0.30,41328,0
54200,0.30,41344,0
54300,0.34,41348,0
54400,0.30,41268,0
54500,0.30,41348,0
54600,0.30,41352,0
54700,0.31,41340,0
54800,0.32,41340,0
54900,0.32,41288,0
55000,0.32,41352,0
55100,0.31,41324,0
55200,0.30,41292,0
55300,0.30,41356,0
55400,0.32,41272,0
55500,0.33,41328,0
55600,0.32,41352,0
55700,0.31,41344,0
55800,0.31,41332,0
55900,0.31,41340,0
56000,0.31,41420,0
56100,0.31,41364,0
56200,0.30,41336,0
56300,0.31,41356,0
56400,0.31,41336,0
56500,0.31,41348,0
56600,0.32,41816,0
56700,0.32,41912,0
56800,0.33,41864,0
56900,0.32,41824,0
57000,0.32,41912,0
57100,0.33,41856,0
57200,0.33,41920,0
57300,0.32,41908,0
57400,0.33,42448,0
57500,0.32,42452,0
57600,0.35,42328,0
57700,0.33,42452,0
57800,0.33,42452,0
57900,0.32,42460,0
58000,0.32,42436,0
58100,0.32,42456,0
58200,0.32,42360,0
58300,0.33,42452,0
58400,0.34,42372,0
58500,0.34,42364,0
58600,0.33,42340,0
58700,0.34,42324,0
58800,0.33,42344,0
58900,0.33,42388,0
59000,0.32,42436,0
59100,0.33,42440,0
59200,0.32,42436,0
59300,0.33,42444,0
59400,0.33,42432,0
59500,0.32,42444,0
59600,0.33,42432,0
59700,0.34,42472,0
59800,0.33,42452,0
59900,0.35,42400,0
60000,0.33,42352,0
60100,0.33,42444,0
60200,0.33,42448,0
60300,0.34,42388,0
60400,0.34,42436,0
60500,0.34,42332,0
60600,0.33,42388,0
60700,0.33,42452,0
60800,0.33,42452,0
60900,0.35,42396,0
61000,0.34,42336,0
61100,0.34,42372,0
61200,0.34,42440,0
61300,0.34,42388,0
61400,0.34,43740,0
61500,0.35,43680,0
61600,0.35,43792,0
61700,0.36,43856,0
61800,0.36,43816,0
61900,0.35,43808,0
62000,0.35,43772,0
62100,0.35,43696,0
62200,0.35,43804,0
62300,0.35,43808,0
62400,0.35,43700,0
62500,0.36,43720,0
62600,0.35,43796,0
62700,0.35,43836,0
62800,0.38,43800,0
62900,0.39,43748,0
63000,0.37,43800,0
63100,0.37,43820,0
63200,0.37,43776,0
63300,0.36,43804,0
63400,0.39,43788,0
63500,0.38,43708,0
63600,0.38,43796,0
63700,0.37,43768,0
63800,0.38,43820,0
63900,0.36,43812,0
64000,0.38,43796,0
64100,0.36,43796,0
64200,0.38,43824,0
64300,0.37,43756,0
64400,0.36,43800,0
64500,0.38,43820,0
64600,0.36,43780,0
64700,0.36,43684,0
64800,0.39,43856,0
64900,0.39,43724,0
65000,0.38,43712,0
65100,0.37,43800,0
65200,0.37,43776,0
65300,0.37,43804,0
65400,0.38,43824,0
65500,0.37,43808,0
65600,0.39,43652,0
65700,0.39,43724,0
65800,0.37,43752,0
65900,0.37,43816,0
66000,0.38,43820,0
66100,0.37,43800,0
66200,0.36,43736,0
66300,0.38,44264,0
66400,0.39,44296,0
66500,0.39,44300,0
66600,0.40,44292,0
66700,0.39,44168,0
66800,0.38,44268,0
66900,0.40,44304,0
67000,0.39,44304,0
67100,0.39,44292,0
67200,0.39,44356,0
67300,0.39,44300,0
67400,0.39,44188,0
67500,0.37,44196,0
67600,0.40,44292,0
67700,0.40,44264,0
67800,0.39,44204,0
67900,0.41,44284,0
68000,0.42,44296,0
68100,0.42,44228,0
68200,0.40,44292,0
68300,0.40,44300,0
68400,0.40,44300,0
68500,0.42,44172,0
68600,0.40,44288,0
68700,0.39,44308,0
68800,0.39,44292,0
68900,0.40,44216,0
69000,0.38,44196,0
69100,0.40,44284,0
69200,0.39,44212,0
69300,0.40,44216,0
69400,0.41,44240,0
69500,0.41,44240,0
69600,0.41,44204,0
69700,0.40,44288,0
69800,0.40,44288,0
69900,0.40,44232,0
70000,0.41,44264,0
70100,0.41,44248,0
70200,0.39,44192,0
70300,0.40,44196,0
70400,0.43,44292,0
70500,0.44,44176,0
70600,0.41,44300,0
70700,0.42,44160,0
70800,0.39,44240,0
70900,0.40,44204,0
71000,0.40,44180,0
71100,0.41,44296,0
71200,0.43,44676,0
71300,0.44,44692,0
71400,0.41,44824,0
71500,0.43,44724,0
71600,0.42,44724,0
71700,0.45,44712,0
71800,0.43,44660,0
71900,0.41,44712,0
72000,0.42,44656,0
72100,0.42,44652,0
72200,0.43,44704,0
72300,0.43,44636,0
72400,0.43,44708,0
72500,0.45,44636,0
72600,0.44,44608,0
72700,0.41,44676,0
72800,0.42,44736,0
72900,0.44,44656,0
73000,0.43,44580,0
73100,0.45,44696,0
73200,0.42,44624,0
73300,0.45,44592,0
73400,0.42,44648,0
73500,0.43,44588,0
73600,0.43,44712,0
73700,0.43,44644,0
73800,0.46,44684,0
73900,0.44,44716,0
74000,0.46,44656,0
74100,0.44,44576,0
74200,0.44,44612,0
74300,0.45,44764,0
74400,0.44,44628,0
74500,0.45,44608,0
74600,0.47,44696,0
74700,0.45,44608,0
74800,0.40,44584,0
74900,0.44,44720,0
75000,0.41,44724,0
75100,0.43,44716,0
75200,0.41,44616,0
75300,0.40,44600,0
75400,0.39,44712,0
75500,0.39,44728,0
75600,0.39,44708,0
75700,0.40,44724,0
75800,0.39,44620,0
75900,0.39,44632,0
76000,0.39,44704,0
76100,0.45,45012,0
76200,0.40,45016,0
76300,0.40,45036,0
76400,0.42,44948,0
76500,0.40,45032,0
76600,0.45,45028,0
76700,0.42,45072,0
76800,0.43,44964,0
76900,0.43,45028,0
77000,0.43,45028,0
77100,0.42,44964,0
77200,0.43,45020,0
77300,0.45,44892,0
77400,0.41,45024,0
77500,0.41,44988,0
77600,0.44,45016,0
77700,0.45,45028,0
77800,0.44,45028,0
77900,0.47,44836,0
78000,0.47,45020,0
78100,0.43,45016,0
78200,0.42,45028,0
78300,0.42,45000,0
78400,0.44,44972,0
78500,0.42,45008,0
78600,0.41,44940,0
78700,0.41,44932,0
78800,0.45,44968,0
78900,0.44,45028,0
79000,0.43,45028,0
79100,0.43,45076,0
79200,0.45,45032,0
79300,0.44,45080,0
79400,0.43,45020,0
79500,0.46,45040,0
79600,0.45,44900,0
79700,0.42,44932,0
79800,0.42,45040,0
79900,0.42,45024,0
80000,0.45,45016,0
80100,0.46,45012,0
80200,0.47,44988,0
80300,0.47,45032,0
80400,0.48,45020,0
80500,0.45,45016,0
80600,0.46,45024,0
80700,0.45,44960,0
80800,0.44,45040,0
80900,0.43,45032,0
81000,0.51,44736,0
81100,0.49,45408,0
81200,0.50,45228,0
81300,0.48,45396,0
81400,0.47,45340,0
81500,0.47,45440,0
81600,0.48,45272,0
81700,0.48,45380,0
81800,0.52,45384,0
81900,0.49,45312,0
82000,0.49,45384,0
82100,0.47,45412,0
82200,0.47,45416,0
82300,0.46,45404,0
82400,0.47,45324,0
82500,0.48,45376,0
82600,0.47,45372,0
82700,0.47,45404,0
82800,0.46,45408,0
82900,0.48,45416,0
83000,0.48,45276,0
83100,0.49,45416,0
83200,0.51,45392,0
83300,0.50,45412,0
83400,0.47,45372,0
83500,0.48,45320,0
83600,0.47,45408,0
83700,0.48,45408,0
83800,0.47,45404,0
83900,0.47,45344,0
84000,0.48,45388,0
84100,0.48,45344,0
84200,0.48,45344,0
84300,0.48,45392,0
84400,0.47,45360,0
