n,time,memory,collisions
42700,0.26,37416,0
42800,0.25,37412,0
42900,0.26,37428,0
43000,0.26,37416,0
43100,0.25,37432,0
43200,0.26,37328,0
43300,0.26,37428,0
43400,0.26,37372,0
43500,0.26,37408,0
43600,0.26,37416,0
43700,0.28,37420,0
43800,0.26,37428,0
43900,0.27,37400,0
44000,0.27,37288,0
44100,0.26,37428,0
44200,0.26,37296,0
44300,0.26,37432,0
44400,0.27,37412,0
44500,0.26,37340,0
44600,0.26,37332,0
44700,0.26,37328,0
44800,0.26,37420,0
44900,0.28,37324,0
45000,0.27,37420,0
45100,0.27,37412,0
45200,0.27,37324,0
45300,0.26,37412,0
45400,0.27,37424,0
45500,0.26,37412,0
45600,0.27,37412,0
45700,0.27,37420,0
45800,0.27,37440,0
45900,0.28,37424,0
46000,0.26,37388,0
46100,0.27,37420,0
46200,0.27,37404,0
46300,0.27,37408,0
46400,0.26,37436,0
46500,0.27,37356,0
46600,0.27,37412,0
46700,0.27,37284,0
46800,0.27,37412,0
46900,0.27,37324,0
47000,0.26,37428,0
47100,0.27,37444,0
47200,0.29,37420,0
47300,0.32,38016,0
47400,0.30,38040,0
47500,0.29,38048,0
47600,0.33,37920,0
47700,0.32,37944,0
47800,0.29,38012,0
47900,0.31,37908,0
48000,0.31,37980,0
48100,0.31,38084,0
48200,0.30,38048,0
48300,0.29,37932,0
48400,0.28,38032,0
48500,0.31,38040,0
48600,0.34,37964,0
48700,0.33,38040,0
48800,0.32,38056,0
48900,0.37,38008,0
49000,0.34,37920,0
49100,0.34,38044,0
49200,0.34,37884,0
49300,0.34,38036,0
49400,0.32,38052,0
49500,0.32,38016,0
49600,0.32,38020,0
49700,0.33,38028,0
49800,0.34,38004,0
49900,0.34,37868,0
50000,0.33,38016,0
50100,0.33,38056,0
50200,0.34,38056,0
50300,0.36,38056,0
50400,0.35,37988,0
50500,0.32,37964,0
50600,0.33,37880,0
50700,0.33,37940,0
50800,0.32,38052,0
50900,0.31,38032,0
51000,0.33,38044,0
51100,0.31,37940,0
51200,0.32,38052,0
51300,0.34,38056,0
51400,0.32,37944,0
51500,0.33,37860,0
51600,0.32,38044,0
51700,0.34,38096,0
51800,0.33,38040,0
51900,0.35,37908,0
52000,0.33,38536,0
52100,0.33,38536,0
52200,0.37,38508,0
52300,0.38,38544,0
52400,0.42,38448,0
52500,0.39,38528,0
52600,0.39,38432,0
52700,0.35,38504,0
