n,time,memory,collisions,hash_calls,table_get,table_insert
23400,0.27,30512,0,0,0,0
23500,0.27,30508,0,0,0,0
23600,0.28,30512,0,0,0,0
23700,0.27,30520,0,0,0,0
23800,0.27,30520,0,0,0,0
23900,0.28,30512,0,0,0,0
24000,0.28,30504,0,0,0,0
24100,0.28,30512,0,0,0,0
24200,0.29,30512,0,0,0,0
24300,0.28,30524,0,0,0,0
24400,0.29,31508,0,0,0,0
24500,0.28,31512,0,0,0,0
24600,0.29,31504,0,0,0,0
24700,0.29,31500,0,0,0,0
24800,0.30,31492,0,0,0,0
24900,0.30,31492,0,0,0,0
25000,0.29,31508,0,0,0,0
25100,0.29,31488,0,0,0,0
25200,0.29,31396,0,0,0,0
25300,0.29,31464,0,0,0,0
25400,0.29,31516,0,0,0,0
25500,0.30,31484,0,0,0,0
25600,0.29,31512,0,0,0,0
25700,0.30,31500,0,0,0,0
25800,0.30,31596,0,0,0,0
25900,0.30,31488,0,0,0,0
26000,0.30,31492,0,0,0,0
26100,0.30,31496,0,0,0,0
26200,0.31,31588,0,0,0,0
26300,0.30,31520,0,0,0,0
26400,0.31,32456,0,0,0,0
26500,0.31,32436,0,0,0,0
26600,0.31,32432,0,0,0,0
26700,0.31,32452,0,0,0,0
26800,0.31,32300,0,0,0,0
26900,0.31,32436,0,0,0,0
27000,0.31,32436,0,0,0,0
27100,0.32,32420,0,0,0,0
27200,0.32,32424,0,0,0,0
27300,0.31,32448,0,0,0,0
27400,0.31,32428,0,0,0,0
27500,0.32,32440,0,0,0,0
27600,0.33,32432,0,0,0,0
27700,0.32,32440,0,0,0,0
27800,0.32,32424,0,0,0,0
27900,0.32,32440,0,0,0,0
28000,0.32,32440,0,0,0,0
28100,0.33,32436,0,0,0,0
28200,0.33,32428,0,0,0,0
28300,0.32,32376,0,0,0,0
28400,0.33,33260,0,0,0,0
28500,0.33,33264,0,0,0,0
28600,0.33,33244,0,0,0,0
28700,0.33,33180,0,0,0,0
28800,0.33,33264,0,0,0,0
28900,0.34,33264,0,0,0,0
29000,0.33,33320,0,0,0,0
29100,0.33,33256,0,0,0,0
29200,0.33,33264,0,0,0,0
29300,0.37,33280,0,0,0,0
29400,0.39,33280,0,0,0,0
29500,0.38,33260,0,0,0,0
29600,0.34,33264,0,0,0,0
29700,0.35,33288,0,0,0,0
29800,0.34,33268,0,0,0,0
29900,0.35,33260,0,0,0,0
