n,time,memory,collisions,hash_calls,table_get,table_insert
27400,0.33,2044,0,0,0,0
27500,0.34,2044,0,0,0,0
27600,0.33,2044,0,0,0,0
27700,0.33,2044,0,0,0,0
27800,0.33,2044,0,0,0,0
27900,0.34,2044,0,0,0,0
28000,0.33,2044,0,0,0,0
28100,0.34,2044,0,0,0,0
28200,0.34,2044,0,0,0,0
28300,0.34,2044,0,0,0,0
28400,0.34,2044,0,0,0,0
28500,0.35,2044,0,0,0,0
28600,0.34,2044,0,0,0,0
28700,0.34,2044,0,0,0,0
28800,0.35,2044,0,0,0,0
28900,0.35,2044,0,0,0,0
29000,0.35,2044,0,0,0,0
29100,0.35,2044,0,0,0,0
29200,0.35,2044,0,0,0,0
29300,0.36,2044,0,0,0,0
29400,0.36,2044,0,0,0,0
29500,0.36,2044,0,0,0,0
29600,0.37,2044,0,0,0,0
29700,0.36,2044,0,0,0,0
29800,0.36,2044,0,0,0,0
29900,0.36,2044,0,0,0,0
